brand,model,year,milage,transmission,accident,fuel_type,ext_col,int_col,price
Land,Rover Range Rover Sport Supercharged,2008,140600.0,Automatic,None reported,Gasoline,Red,Beige,7500.0
Land,Rover Discovery S,2003,121886.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Beige,6000.0
Land,Rover Range Rover Sport HSE,2007,220000.0,Automatic,None reported,Gasoline,White,Beige,5750.0
Lexus,LC 500 Base,2021,915.0,Automatic,None reported,Gasoline,Blue,White,159000.0
Lexus,LX 600 F SPORT,2023,490.0,Automatic,None reported,Gasoline,Black,Black,124999.0
Lexus,LX 600 F SPORT,2023,1185.0,Automatic,None reported,Gasoline,Black,Black,120990.0
Lexus,LX 600 Premium,2023,1500.0,Automatic,na,Gasoline,Gray,Black,119500.0
Lexus,LC 500 Base,2022,2071.0,Automatic,None reported,Gasoline,Nightfall Mica,Caramel,99950.0
Lexus,LX 570 Three-Row,2021,14206.0,Automatic,None reported,Gasoline,Black,Black,98000.0
Lexus,LX 570 Three-Row,2021,21000.0,na,None reported,Gasoline,White,Black,89999.0
Lexus,LC 500 Base,2022,6875.0,Automatic,None reported,Gasoline,White,Black,89000.0
Lexus,LX 570 Three-Row,2021,25997.0,Automatic,None reported,Gasoline,Green,Brown,87000.0
Lexus,LX 570 Three-Row,2021,48300.0,Automatic,None reported,Gasoline,White,Red,82000.0
Lexus,LC 500 Base,2021,22400.0,Automatic,None reported,Gasoline,White,Red,81900.0
Lexus,LX 570 Three-Row,2019,19050.0,Automatic,None reported,Gasoline,Black,Beige,76900.0
Lexus,LC 500 Base,2020,37869.0,Automatic,None reported,Gasoline,Atomic Silver,Rioja Red,75950.0
Lexus,LX 570 Three-Row,2020,59419.0,Automatic,None reported,Gasoline,Silver,Beige,73000.0
Lexus,LX 570 Three-Row,2018,39300.0,na,None reported,Gasoline,Black,Black,69500.0
Lexus,LC 500 Base,2018,29800.0,Automatic,None reported,Gasoline,Black,Black,68495.0
Lexus,LX 570 Three-Row,2018,50000.0,Automatic,None reported,Gasoline,White,Black,65000.0
Lexus,LC 500 Base,2018,61000.0,na,None reported,Gasoline,Black,Black,65000.0
Lexus,GX 460 Premium,2023,2533.0,Automatic,None reported,Gasoline,Black,Black,64900.0
Lexus,LC 500 Base,2018,37000.0,Automatic,None reported,Gasoline,Black,Red,63997.0
Lexus,LX 570 Base,2016,33655.0,Automatic,None reported,Gasoline,White,Brown,62900.0
Lexus,RX 350 F Sport,2023,5483.0,Automatic,None reported,Gasoline,Ultra White,Black,59950.0
Lexus,LS 500 F Sport,2018,15055.0,Automatic,None reported,Gasoline,White,Black,59000.0
Lexus,GX 460 Luxury,2021,17710.0,Automatic,None reported,Gasoline,White,Red,59000.0
Lexus,RX 450h F Sport Handling,2022,1600.0,Automatic,None reported,Hybrid,White,Black,59000.0
Lexus,RX 350 RX 350 F SPORT Handling,2022,14330.0,Automatic,None reported,Gasoline,Black,Red,54998.0
Lexus,RX 350 RX 350 F SPORT Handling,2022,11238.0,Automatic,None reported,Gasoline,Atomic Silver,Black,54798.0
Lexus,RX 350 RX 350,2022,22372.0,Automatic,None reported,Gasoline,Blue,Black,54598.0
Lexus,RX 450h F SPORT Handling,2021,31365.0,na,None reported,Hybrid,Beige,Red,52998.0
Lexus,RX 450h Base,2022,15833.0,na,None reported,Hybrid,White,Beige,52000.0
Lexus,NX 350 F SPORT Handling,2023,820.0,na,None reported,Gasoline,Black,Black,51998.0
Lexus,GX 460 Base,2021,40906.0,Automatic,None reported,Gasoline,Black,Black,51998.0
Lexus,GX 460 Premium,2022,35700.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Gray,51900.0
Lexus,GX 460 Luxury,2020,37366.0,Automatic,na,Gasoline,White,\'e2\'80\'93,51890.0
Lexus,GX 460 Base,2021,39102.0,Automatic,None reported,Gasoline,Silver,Rioja Red,51798.0
Lexus,NX 350h Premium,2024,300.0,Automatic,None reported,Hybrid,Black,Black,50999.0
Lexus,RX 350 F SPORT Appearance,2021,28262.0,Automatic,None reported,Gasoline,Obsidian,\'e2\'80\'93,49998.0
Lexus,RC F Base,2015,25756.0,Automatic,None reported,Gasoline,Black,Black,49995.0
Lexus,RX 350 Base,2021,5040.0,Automatic,At least 1 accident or damage reported,Gasoline,Beige,Beige,48900.0
Lexus,GX 460 Base,2020,48210.0,Automatic,At least 1 accident or damage reported,Gasoline,Nebula Gray Pearl,Rioja Red,47449.0
Lexus,IS 350 F Sport,2023,20121.0,Automatic,None reported,Gasoline,Gray,Red,47124.0
Lexus,LX 570 Base,2016,118700.0,Automatic,None reported,Gasoline,Black,Beige,46900.0
Lexus,GS 350 F Sport,2020,24651.0,Automatic,None reported,Gasoline,Ultra White,Black,45950.0
Lexus,GX 460 Premium,2020,22466.0,Automatic,None reported,Gasoline,White,Black,45900.0
Lexus,RX 450h F Sport,2019,43671.0,Automatic,None reported,Hybrid,Caviar,Rioja Red,44950.0
Lexus,RX 350 Base,2021,30761.0,Automatic,None reported,Gasoline,Eminent White Pearl,Black,44950.0
Lexus,IS-F Base,2010,41500.0,Automatic,At least 1 accident or damage reported,Gasoline,Blue,Black,44800.0
Lexus,IS 350 F Sport,2021,26800.0,Automatic,None reported,Gasoline,Black,Red,44000.0
Lexus,RX 350 F Sport Performance,2020,43277.0,Automatic,None reported,Gasoline,Caviar,Black,43599.0
Lexus,RC F Base,2015,51400.0,Automatic,None reported,Gasoline,Silver,Gray,43000.0
Lexus,RX 350 Base,2021,20598.0,Automatic,At least 1 accident or damage reported,Gasoline,Atomic Silver,Gray,42599.0
Lexus,RC 350 F Sport,2021,23436.0,Automatic,None reported,Gasoline,Black,Black,41927.0
Lexus,LS 500 Base,2018,67296.0,Automatic,None reported,Gasoline,\'e2\'80\'93,\'e2\'80\'93,40900.0
Lexus,ES 250 Base,2021,17570.0,Automatic,None reported,Gasoline,Emin White,Black,39998.0
Lexus,GX 460 Base,2018,75000.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Beige,38095.0
Lexus,GX 460 Base,2018,52100.0,Automatic,None reported,Gasoline,White,Beige,38000.0
Lexus,ES 250 Base,2021,24364.0,Automatic,None reported,Gasoline,Eminent White Pearl,Chateau,37998.0
Lexus,RX 350 F Sport,2018,26100.0,Automatic,None reported,Gasoline,Gray,Red,37899.0
Lexus,GX 460 Base,2015,106000.0,Automatic,None reported,Gasoline,Black,Beige,37500.0
Lexus,GX 460 Base,2018,64000.0,Automatic,None reported,Gasoline,Red,Brown,37300.0
Lexus,NX 300 Base,2021,6449.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Black,35999.0
Lexus,RX 450h Base,2018,70780.0,na,None reported,Hybrid,Silver,Gray,35700.0
Lexus,GX 460 Base,2018,65900.0,na,At least 1 accident or damage reported,Gasoline,Gray,Black,34700.0
Lexus,IS-F Base,2010,77400.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Red,34500.0
Lexus,IS-F Base,2008,113000.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,34000.0
Lexus,ES 350 Base,2019,39000.0,na,At least 1 accident or damage reported,Gasoline,Black,Red,34000.0
Lexus,LS 460 Crafted Line,2015,74500.0,na,None reported,Gasoline,White,Red,33900.0
Lexus,ES 350 Base,2019,49810.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,Black,33900.0
Lexus,ES 350 Base,2020,15324.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,33364.0
Lexus,NX 300h Base,2020,16425.0,Automatic,At least 1 accident or damage reported,Hybrid,Gray,Black,33200.0
Lexus,RX 350 F Sport,2017,53649.0,Automatic,None reported,Gasoline,Black,Red,33000.0
Lexus,RC 350 Base,2015,48000.0,na,None reported,Gasoline,Orange,Red,32900.0
Lexus,GX 460 Premium,2017,82000.0,Automatic,None reported,Gasoline,Gray,Brown,32900.0
Lexus,RX 350 F Sport Performance,2020,53750.0,Automatic,None reported,Gasoline,Black,Red,32600.0
Lexus,NX 300 Base,2019,25470.0,na,None reported,Gasoline,Silver,Red,32500.0
Lexus,RX 450h Base,2017,73948.0,Automatic,None reported,Hybrid,White,Beige,31990.0
Lexus,GX 460 Premium,2017,116300.0,Automatic,None reported,Gasoline,Gray,Beige,31950.0
Lexus,LS 460 Crafted Line,2015,89150.0,Automatic,None reported,Gasoline,White,Black,31900.0
Lexus,GX 460 Premium,2017,82975.0,Automatic,None reported,Gasoline,White,Beige,31000.0
Lexus,RC 350 Base,2016,77856.0,Automatic,None reported,Gasoline,Atomic Silver,Black,30919.0
Lexus,IS 300 Base,2018,16000.0,Automatic,At least 1 accident or damage reported,Gasoline,Blue,Brown,30500.0
Lexus,LS 460 L,2014,106731.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Beige,30000.0
Lexus,IS 350 Base,2017,77300.0,Automatic,None reported,Gasoline,White,Black,30000.0
Lexus,LX 570 Base,2013,134000.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,Black,29995.0
Lexus,IS-F Base,2008,75000.0,Automatic,At least 1 accident or damage reported,Gasoline,Blue,Black,29000.0
Lexus,IS 300 Base,2018,70891.0,na,None reported,Gasoline,White,Black,28995.0
Lexus,IS 300 Base,2017,68871.0,Automatic,None reported,Gasoline,Silver,Red,28450.0
Lexus,RX 350 Crafted Line F Sport,2015,110000.0,na,None reported,Gasoline,White,Black,28000.0
Lexus,GX 460 Base,2015,92000.0,Automatic,None reported,Gasoline,Black,Black,28000.0
Lexus,IS 300 Base,2018,50992.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Gray,28000.0
Lexus,RX 350 Base,2016,71750.0,Automatic,None reported,Gasoline,Black,Brown,28000.0
Lexus,IS 350 Base,2015,62600.0,na,None reported,Gasoline,Gray,Red,27500.0
Lexus,ES 350 Base,2016,53900.0,Automatic,None reported,Gasoline,Red,Beige,27500.0
Lexus,NX 200t Base,2015,54000.0,Automatic,None reported,Gasoline,White,Black,27000.0
Lexus,RC 350 Base,2015,73800.0,Automatic,None reported,Gasoline,Black,Black,26999.0
Lexus,RX 350 F Sport,2016,81400.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,Red,26000.0
Lexus,ES 350 Base,2016,51335.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Black,25995.0
Lexus,ES 350 Base,2016,39700.0,Automatic,None reported,Gasoline,White,Beige,25500.0
Lexus,LX 470 Base,1999,82000.0,Automatic,None reported,Gasoline,White,Beige,25000.0
Lexus,LS 460 Base,2014,123256.0,Automatic,None reported,Gasoline,White,Beige,24995.0
Lexus,LS 460 Base,2013,99524.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,Black,24900.0
Lexus,RX 350 Base,2017,103866.0,Automatic,At least 1 accident or damage reported,Gasoline,Beige,Beige,24700.0
Lexus,RC 350 Base,2015,124000.0,na,None reported,Gasoline,Blue,Blue,24000.0
Lexus,GS 350 Base,2014,85275.0,Automatic,At least 1 accident or damage reported,Gasoline,Nebula Gray Pearl,Black,23998.0
Lexus,ES 300h Base,2018,100868.0,na,At least 1 accident or damage reported,Hybrid,White,Beige,23400.0
Lexus,NX 200t Base,2016,83400.0,Automatic,At least 1 accident or damage reported,Gasoline,Blue,Brown,22495.0
Lexus,GX 460 Base,2010,97097.0,Automatic,At least 1 accident or damage reported,Gasoline,Red,Beige,22000.0
Lexus,ES 350 Base,2015,100900.0,Automatic,None reported,Gasoline,Matador Red Mica,Parchment,21998.0
Lexus,CT 200h Base,2016,39750.0,Automatic,None reported,Hybrid,Black,Black,21995.0
Lexus,IS 350 Base,2014,104000.0,Automatic,None reported,Gasoline,Black,Black,21000.0
Lexus,LS 460 Base,2012,103000.0,Automatic,None reported,Gasoline,White,Beige,20500.0
Lexus,GX 470 Base,2007,116600.0,Automatic,None reported,Gasoline,White,Gray,19975.0
Lexus,RX 450h Base,2013,119755.0,na,None reported,Hybrid,Silver,Black,19500.0
Lexus,GX 460 Base,2012,167000.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Beige,19470.0
Lexus,ES 350 Base,2016,119850.0,Automatic,None reported,Gasoline,White,Beige,19000.0
Lexus,IS 250C Base,2010,68500.0,Manual,None reported,Gasoline,Black,Beige,18500.0
Lexus,IS 350 Base,2014,123000.0,Automatic,At least 1 accident or damage reported,Gasoline,Red,Black,18000.0
Lexus,GS 350 Base,2016,128032.0,na,None reported,Gasoline,Silver,Black,18000.0
Lexus,ES 300h Base,2013,87001.0,na,None reported,Hybrid,Gold,Beige,17995.0
Lexus,NX 200t Base,2015,124250.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,Orange,17900.0
Lexus,CT 200h Premium,2015,101000.0,Automatic,At least 1 accident or damage reported,Hybrid,Black,Black,16500.0
Lexus,RX 350 Base,2013,164500.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Black,16500.0
Lexus,CT 200h Premium,2014,125519.0,na,At least 1 accident or damage reported,Hybrid,Black,Black,16000.0
Lexus,LS 430 Base,2002,42000.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Gray,15999.0
Lexus,SC 430 Base,2002,89500.0,Automatic,None reported,Gasoline,Black,Black,15999.0
Lexus,GX 470 Base,2005,198000.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,Gray,15500.0
Lexus,LS 460 Base,2008,100868.0,Automatic,None reported,Gasoline,Black,Beige,15397.0
Lexus,SC 430 Base,2002,109762.0,Automatic,None reported,Gasoline,Blue,Brown,15000.0
Lexus,RX 350 Base,2012,160900.0,Automatic,None reported,Gasoline,Silver,Gray,15000.0
Lexus,CT 200h Premium,2012,109000.0,Automatic,At least 1 accident or damage reported,Hybrid,White,Black,14945.0
Lexus,GX 470 Base,2008,123500.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Gray,14500.0
Lexus,CT 200h Premium,2014,131200.0,Automatic,None reported,Hybrid,Brown,Brown,14000.0
Lexus,GX 470 Base,2006,152000.0,Automatic,At least 1 accident or damage reported,Gasoline,Blue,Gray,13995.0
Lexus,GX 470 Base,2005,114000.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Gray,13450.0
Lexus,IS 250 Base,2010,121250.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,White,13250.0
Lexus,IS 350 Base,2007,103000.0,Automatic,At least 1 accident or damage reported,Gasoline,Red,Beige,12900.0
Lexus,LS 460 L,2008,100000.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,11500.0
Lexus,IS 250 Base,2011,107818.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,Beige,11400.0
Lexus,ES 330 Base,2005,41059.0,Automatic,None reported,Gasoline,White,Beige,11100.0
Lexus,ES 350 Base,2010,113500.0,Automatic,At least 1 accident or damage reported,Gasoline,Red,Beige,11000.0
Lexus,RX 330 Base,2006,110250.0,Automatic,None reported,Gasoline,White,Beige,11000.0
Lexus,RX 450h Base,2010,168422.0,Automatic,At least 1 accident or damage reported,Hybrid,Black,Beige,10900.0
Lexus,IS 250 Base,2010,132700.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,10700.0
Lexus,ES 350 Base,2007,78980.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Beige,10600.0
Lexus,RX 350 Base,2011,187450.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Beige,10400.0
Lexus,GX 470 Base,2004,154000.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Beige,10000.0
Lexus,IS 250 Base,2013,148000.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,Black,10000.0
Lexus,LS 460 L,2007,127980.0,Automatic,None reported,Gasoline,Blue,Beige,9999.0
Lexus,ES 350 Base,2011,132000.0,Automatic,None reported,Gasoline,Black,Beige,9999.0
Lexus,LS 460 Base,2012,200000.0,na,At least 1 accident or damage reported,Gasoline,White,Beige,9995.0
Lexus,HS 250h Premium,2010,123500.0,Automatic,At least 1 accident or damage reported,Hybrid,Red,Black,9500.0
Lexus,GS 350 Base,2010,212000.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,Black,9450.0
Lexus,ES 350 Base,2008,146000.0,Automatic,None reported,Gasoline,Red,Beige,8995.0
Lexus,SC 300 Base,1998,165000.0,Automatic,None reported,Gasoline,Purple,Beige,8700.0
Lexus,RX 330 Base,2004,151896.0,Automatic,None reported,Gasoline,Silver,Gray,7900.0
Lexus,LS 430 Base,2006,170000.0,Automatic,None reported,Gasoline,Silver,Gray,7500.0
Lexus,LS 430 Base,2006,192000.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Gray,7390.0
Lexus,GX 470 Base,2004,215000.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Beige,7350.0
Lexus,RX 450h Base,2012,239000.0,Automatic,None reported,Hybrid,Black,Black,7000.0
Lexus,RX 300 Base,2002,121000.0,Automatic,None reported,Gasoline,Silver,Black,6348.0
Lexus,RX 350 Base,2009,178000.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,Gray,4500.0
Lexus,IS 250 Base,2007,189887.0,Automatic,At least 1 accident or damage reported,Gasoline,White,\'e2\'80\'93,3995.0
Lexus,RX 300 4WD,1999,249083.0,Automatic,At least 1 accident or damage reported,Gasoline,Red,Beige,3500.0
Lincoln,Navigator Reserve,2022,13750.0,Automatic,None reported,Gasoline,White,Beige,79999.0
Lincoln,Aviator Reserve AWD,2022,18196.0,na,None reported,Gasoline,Black,Brown,62000.0
Lincoln,Navigator Reserve,2020,68000.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Gray,55999.0
Lincoln,Navigator L Reserve,2019,49131.0,Automatic,na,Gasoline,Tan,\'e2\'80\'93,55460.0
Lincoln,Navigator Reserve,2019,44741.0,Automatic,None reported,Gasoline,Beige,Beige,52999.0
Lincoln,Navigator Reserve,2019,39000.0,Automatic,None reported,Gasoline,Black,Black,51999.0
Lincoln,Navigator Premiere,2018,23500.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,50000.0
Lincoln,Corsair Grand Touring,2021,1850.0,na,None reported,Plug-In Hybrid,Silver,Beige,49000.0
Lincoln,Nautilus Reserve,2021,19700.0,Automatic,None reported,Gasoline,White,Beige,48000.0
Lincoln,Navigator L Reserve,2019,67073.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,47999.0
Lincoln,Aviator Reserve AWD,2020,51247.0,Automatic,None reported,Gasoline,Magnetic Gray Clearcoat,Roast,47698.0
Lincoln,Navigator L Reserve,2019,64855.0,Automatic,None reported,Gasoline,Silver,Beige,46995.0
Lincoln,Nautilus Reserve,2021,18160.0,Automatic,None reported,Gasoline,Silver Radiance,Slate,46850.0
Lincoln,Navigator Reserve,2018,54000.0,Automatic,At least 1 accident or damage reported,Gasoline,Brown,Orange,46500.0
Lincoln,Nautilus Reserve,2021,19291.0,Automatic,None reported,Gasoline,Black,Ebony,44340.0
Lincoln,Nautilus Reserve,2021,17467.0,Automatic,None reported,Gasoline,Pristine White,Slate,43860.0
Lincoln,Corsair Standard,2022,4520.0,Automatic,None reported,Gasoline,Beige,Beige,38500.0
Lincoln,Corsair Reserve,2021,29336.0,Automatic,None reported,Gasoline,Black,Sandstone,36999.0
Lincoln,MKC Reserve,2019,35469.0,Automatic,na,Gasoline,Black,\'e2\'80\'93,30890.0
Lincoln,Continental Reserve,2017,56846.0,na,None reported,Gasoline,White,Beige,29000.0
Lincoln,MKZ Reserve,2017,37375.0,Automatic,None reported,Gasoline,Blue,Brown,27500.0
Lincoln,MKC Select,2019,49814.0,Automatic,None reported,Gasoline,Ruby Red Metallic Tinted Clearcoat,Cappuccino,26545.0
Lincoln,Navigator Reserve,2016,125000.0,na,None reported,Gasoline,Gray,Beige,26500.0
Lincoln,MKZ Reserve I,2019,36000.0,Automatic,None reported,Gasoline,White,Beige,26500.0
Lincoln,MKX Black Label,2017,69431.0,Automatic,None reported,Gasoline,Silver,Black,26500.0
Lincoln,Navigator L Select,2016,84272.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,25221.0
Lincoln,MKC Reserve,2016,100000.0,na,None reported,Gasoline,White,White,24000.0
Lincoln,Navigator L Select,2016,115600.0,Automatic,None reported,Gasoline,Black,Black,22500.0
Lincoln,Navigator Base,2013,134000.0,Automatic,None reported,E85 Flex Fuel,Red,Black,21500.0
Lincoln,MKS EcoBoost,2016,38100.0,Automatic,None reported,Gasoline,Silver,Beige,21000.0
Lincoln,Navigator Select,2016,158000.0,na,None reported,Gasoline,Red,Beige,19780.0
Lincoln,MKZ Reserve,2017,71964.0,Automatic,None reported,Gasoline,Blue,Black,18750.0
Lincoln,MKX Reserve,2016,88000.0,na,None reported,Gasoline,Black,Black,18500.0
Lincoln,MKZ Base,2016,68200.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Black,16750.0
Lincoln,MKZ Hybrid Base,2014,78568.0,Automatic,None reported,Hybrid,Blue,Beige,15500.0
Lincoln,Town Car Base,2004,36524.0,Automatic,None reported,Gasoline,Black,Black,14900.0
Lincoln,Town Car Base,2004,27600.0,Automatic,None reported,Gasoline,Black,White,14900.0
Lincoln,MKC Base,2015,95000.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Black,14900.0
Lincoln,Mark LT Base,2006,87500.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Black,12999.0
Lincoln,MKZ Select,2017,52284.0,Automatic,At least 1 accident or damage reported,Gasoline,Blue,Beige,12500.0
Lincoln,MKZ Base,2015,117292.0,Automatic,None reported,Gasoline,Beige,Beige,12000.0
Lincoln,LS V8,2002,42000.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Black,11000.0
Lincoln,Navigator L,2008,95000.0,Automatic,None reported,Gasoline,Black,Black,10900.0
Lincoln,MKT Base,2016,140200.0,Automatic,None reported,Gasoline,Black,Black,10500.0
Lincoln,Navigator Base,2008,149000.0,Automatic,None reported,Gasoline,Gold,Beige,10099.0
Lincoln,Navigator Base,2009,191775.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,White,Beige,9750.0
Lincoln,MKS Base,2015,124400.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Black,9500.0
Lincoln,MKZ Base,2011,83765.0,Automatic,None reported,Gasoline,Black,Black,8995.0
Lincoln,MKX Base,2010,156000.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,5900.0
Lincoln,Town Car Signature,2002,118600.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Gray,5230.0
Lincoln,Town Car Signature,2003,142215.0,Automatic,None reported,Gasoline,Gray,Beige,5000.0
Lincoln,Aviator Luxury,2005,140000.0,Automatic,None reported,Gasoline,Black,Beige,2000.0
Lotus,Evora 400 Base,2017,19650.0,Manual,None reported,Gasoline,Silver,Red,69250.0
Lotus,Evora Base,2010,9100.0,Manual,None reported,Gasoline,Black,White,55000.0
Lotus,Evora 2+2,2011,20000.0,Manual,None reported,Gasoline,White,Red,51000.0
Lotus,Elise Base,2005,25250.0,Manual,na,Gasoline,Red,Black,44000.0
Lucid,Air Grand Touring,2022,3552.0,Automatic,None reported,na,Red,Beige,119999.0
Lucid,Air Grand Touring,2022,4900.0,Automatic,None reported,na,Red,Black,99000.0
Lucid,Air Pure,2023,1300.0,Automatic,na,na,Black,Gray,86900.0
MINI,Hardtop Cooper S,2022,23777.0,Manual,None reported,Gasoline,Gray,Black,30000.0
MINI,Convertible John Cooper Works,2017,24280.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,29000.0
MINI,Countryman Cooper S ALL4,2018,12370.0,Automatic,None reported,Gasoline,Blue,Black,28900.0
MINI,Convertible Cooper,2022,15544.0,Automatic,na,Gasoline,Blue,Brown,28000.0
MINI,Countryman Cooper S,2019,18997.0,na,None reported,Gasoline,Red,Black,26750.0
MINI,Hardtop Cooper,2019,19850.0,Automatic,None reported,Gasoline,Black,Black,24000.0
MINI,Countryman Cooper,2020,74725.0,Automatic,None reported,Gasoline,Black,Black,21612.0
MINI,Hardtop Cooper S,2017,44300.0,Manual,None reported,Gasoline,Silver,Black,20784.0
MINI,Hardtop Cooper S,2016,43073.0,Automatic,None reported,Gasoline,Volcanic Orange,Carbon Black,17999.0
MINI,Hardtop Cooper S,2016,41680.0,Automatic,None reported,Gasoline,Silver,Black,17495.0
MINI,Clubman Cooper S ALL4,2017,79950.0,Automatic,None reported,Gasoline,Blue,Black,17390.0
MINI,Countryman Cooper S ALL4,2014,79000.0,na,None reported,Gasoline,White,Black,17000.0
MINI,Countryman Cooper S ALL4,2014,70700.0,Automatic,None reported,Gasoline,White,Black,15750.0
MINI,Countryman Cooper S ALL4,2016,91700.0,Manual,None reported,Gasoline,White,Black,13999.0
MINI,Hardtop Cooper,2014,19700.0,Automatic,None reported,Gasoline,Silver,Black,13500.0
MINI,Countryman Cooper S ALL4,2016,95070.0,Automatic,None reported,Gasoline,Blue,Black,12750.0
MINI,Cooper S Base,2006,95000.0,Manual,None reported,Gasoline,Gray,\'e2\'80\'93,12500.0
MINI,Cooper S Base,2012,66000.0,Automatic,None reported,Gasoline,White,Black,10999.0
MINI,Cooper S Base,2011,63500.0,Manual,None reported,Gasoline,Silver,Black,10500.0
MINI,Cooper Base,2010,74000.0,Manual,None reported,Gasoline,Yellow,Black,9650.0
MINI,Cooper Base,2009,90367.0,Manual,None reported,Gasoline,Red,Black,9250.0
MINI,Cooper S Base,2012,152000.0,Automatic,None reported,Gasoline,White,Black,9000.0
MINI,Cooper S Base,2012,128000.0,Automatic,None reported,Gasoline,Black,Black,8500.0
MINI,Cooper Base,2010,58000.0,Automatic,None reported,Gasoline,Gold,Black,8000.0
MINI,Cooper S Base,2007,45000.0,Manual,None reported,Gasoline,Yellow,Black,7900.0
MINI,Cooper S Clubman Base,2009,83853.0,Manual,At least 1 accident or damage reported,Gasoline,Gray,Black,6950.0
MINI,Cooper S Clubman Base,2009,137600.0,Manual,None reported,Gasoline,Gold,Black,6880.0
MINI,Cooper S Base,2010,97395.0,Manual,None reported,Gasoline,Yellow,Black,6699.0
MINI,Cooper S Base,2007,110022.0,Manual,None reported,Gasoline,Silver,Black,6250.0
MINI,Cooper Base,2003,103726.0,Manual,At least 1 accident or damage reported,Gasoline,Red,Gray,5995.0
MINI,Cooper S Base,2006,99600.0,Automatic,None reported,Gasoline,Orange,Black,5500.0
MINI,Cooper Base,2008,104500.0,Automatic,At least 1 accident or damage reported,Gasoline,Red,Black,4100.0
MINI,Cooper S Base,2007,118000.0,Automatic,None reported,Gasoline,Beige,Black,3600.0
Maserati,Quattroporte Base,2005,32000.0,na,At least 1 accident or damage reported,Gasoline,Red,Beige,2954083.0
Maserati,MC20 Base,2022,1087.0,Automatic,None reported,Gasoline,Matte White,Black,279000.0
Maserati,MC20 MC20,2022,1220.0,Automatic,None reported,Gasoline,\'e2\'80\'93,\'e2\'80\'93,238900.0
Maserati,Quattroporte Modena Q4,2023,8603.0,Automatic,None reported,Gasoline,Blu,Tan,125900.0
Maserati,Levante Modena,2023,5409.0,Automatic,None reported,Gasoline,Blu,Black,88950.0
Maserati,Levante GTS,2021,19513.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Red / Black,84645.0
Maserati,Grecale Modena,2023,2200.0,na,None reported,Hybrid,Black,Red,75000.0
Maserati,Grecale Modena,2023,3721.0,Automatic,None reported,Gasoline,White,Red,69645.0
Maserati,GranTurismo MC,2018,18000.0,na,None reported,Gasoline,Red,Black,67000.0
Maserati,Ghibli S GranLusso,2020,12118.0,Automatic,None reported,Gasoline,Blue,Brown,52900.0
Maserati,Ghibli S Q4 GranSport,2020,25721.0,Automatic,None reported,Gasoline,Blu,Nero,52645.0
Maserati,Quattroporte S,2019,23230.0,Automatic,None reported,Gasoline,Black,Black,44999.0
Maserati,GranTurismo Base,2015,28000.0,Automatic,None reported,Gasoline,White,Red,44999.0
